date	title	hostname	category	djia_label	djia_delta	sp_label	sp_delta
2014-03-10	NSA leaker Snowden says has no regrets for leaks - WCBD-TV: News, Weather  ...	www.counton2.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Addresses SXSW 2014 Audience via Virtual Hangout	www.popularmechanics.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden calls on SXSW to fix U.S. surveillance	bluesky.chicagotribune.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden tells SXSW Interactive audience he has no regrets about NSA  ...	www.cleveland.com	t	1	34.419921	1	0.689941
2014-03-10	SXSW: Edward Snowden and the future of online direct activism	www.bigshinyrobot.com	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Snowden says has no regrets for leaks - KTVN Channel 2 - Reno  ...	www.ktvn.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden: Surveillance is 'setting fire' to the internet	www.fbc.com.fj	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Snowden says has no regrets for leaks - 13abc.com Toledo (OH  ...	www.13abc.com	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Snowden says has no regrets for leaks - wistv.com - Columbia  ...	www.wistv.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden says NSA is 'setting fire' to Internet's future	www.wfaa.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden asks technology firms to step up to the plate on privacy	www.vancouversun.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks to SXSW [WATCH LIVE]	www.upi.com	t	1	34.419921	1	0.689941
2014-03-10	In most-anticipated SXSW talk in years, Snowden fires up Austin	news.cnet.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden warns of government threat	www.screendaily.com	t	1	34.419921	1	0.689941
2014-03-10	How ACLU Attorney Ben Wizner Became Snowden's Lawyer	www.forbes.com	t	1	34.419921	1	0.689941
2014-03-10	Encrypt, evade and obscure: Edward Snowden warns public	www.slashgear.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Urges SXSW Crowd to Thwart NSA With Technology	www.wired.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden to SXSW: I have no regrets over leaking NSA documents	redalertpolitics.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden Says Technology Companies Should Lead on Encryption	www.bloomberg.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden at SXSW: Recap of video conference live blog	blogs.marketwatch.com	t	1	34.419921	1	0.689941
2014-03-10	Four questions about Tor	www.stevenspointjournal.com	t	1	34.419921	1	0.689941
2014-03-10	'I saw the Constitution was being violated:' Snowden swings at NSA during  ...	dailycaller.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden releases new music CD	rimcountrygazette.blogspot.in	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden tells SXSW he would 'absolutely' leak NSA documents again  ...	thecelebritycafe.com	t	1	34.419921	1	0.689941
2014-03-10	SXSW: Edward Snowden Panel Says Don't Count On Ad-Based Online  ...	www.deadline.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden: NSA Is 'Setting Fire' to Future of the Web	www.pcmag.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden tells SXSW: Mass NSA spying 'is something we have a right to  ...	www.rawstory.com	t	1	34.419921	1	0.689941
2014-03-10	NSA Whistleblower Edward Snowden: Keep Their Hands Off Our Data	readwrite.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Tells SXSW He'd Leak Those Secrets Again	kplu.org	t	1	34.419921	1	0.689941
2014-03-10	The security vs. privacy debate is already over, and privacy lost	washingtonexaminer.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden at SXSW: Would I do it again? Absolutely.	www.philly.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden to tech leaders: 'We need you to help us'	www.upi.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden at SXSW: Encryption is the answer to NSA surveillance	www.digitaltrends.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden at SXSW: 'Absolutely' no regrets	metronews.ca	t	1	34.419921	1	0.689941
2014-03-10	How to Use Edward Snowden's Three Tips for Digital Privacy	stream.wsj.com	t	1	34.419921	1	0.689941
2014-03-10	Whistleblower Snowden Brings Message to SXSW	www.woai.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden: Tech Giants Are Irresponsible With Consumer Data	www.adweek.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden: 'Would I do this again? The answer is absolutely yes'	o.canada.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden tells tech-savy crowd: Be Internet 'firefighters'	www.pressherald.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Speaks at South by Southwest	www.texomashomepage.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden Tells SXSW Audience: NSA Is 'Setting Fire to the Future of the Internet'	wallstcheatsheet.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden at SXSW: I Took an Oath to Support the Constitution	www.mainstreet.com	t	1	34.419921	1	0.689941
2014-03-10	Reforms vindicate leaks: Snowden	www.iol.co.za	t	1	34.419921	1	0.689941
2014-03-10	Snowden: 'Would I do this again? The answer is yes'	venturebeat.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden calls for help to 'fix' US spying	www.presstv.ir	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Says Encryption Is The Only Way To Counter Mass Surveillance	thinkprogress.org	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden tells tech-savvy crowd: Be Internet 'firefighters'	www.latimes.com	t	1	34.419921	1	0.689941
2014-03-10	Would he do it all again? Speaking at SXSW, Snowden says 'absolutely'	www.globalpost.com	t	1	34.419921	1	0.689941
2014-03-10	LIVE: Edward Snowden Speaks To SXSW	wprl.org	t	1	34.419921	1	0.689941
2014-03-10	SXSW: Snowden Speech Has Conference Buzzing, Congressman Stewing	wprl.org	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Defends NSA Surveillance Leaks at SXSW	www.rollingstone.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden to SXSW: I'd Do It All Over Again	www.newser.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks at South by Southwest (Video)	www.washingtonpost.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden At SXSW: The NSA Is 'Setting Fire To The Future Of The Internet'	www.huffingtonpost.ca	t	1	34.419921	1	0.689941
2014-03-10	In SXSW Conversation, Edward Snowden Calls For Better Security Standards	www.fastcompany.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden to tech leaders at SXSW: 'We need you to help us fix this.'	www.washingtonpost.com	t	1	34.419921	1	0.689941
2014-03-10	You Can Watch Edward Snowden's SXSW Interview Live Today [Updated With  ...	www.geekosystem.com	t	1	34.419921	1	0.689941
2014-03-10	Surveillance must become too expensive before we have privacy	io9.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden at SXSW: We need better encryption to save us from the surveillance  ...	blogs.computerworld.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Interview Live: NSA Whistleblower Speaks at SXSW 2014	www.ibtimes.co.uk	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Edward Snowden prepping to speak via video at SXSW	periscopepost.com	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Edward Snowden to speak via video at South By Southwest  ...	www.castanet.net	t	1	34.419921	1	0.689941
2014-03-10	GOP Rep: Letting Snowden Speak at SXSW Encourages 'Lawlessness'	www.mediaite.com	t	1	34.419921	1	0.689941
2014-03-10	NSA spying talk at SXSW: Edward Snowden calls on tech to 'fix things'	www.siliconbeat.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden Drops Four New Songs at SXSW	www.newyorker.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden @ SXSW: 'The Public and Government Have Benefited' from  ...	pjmedia.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden to SXSW: Government Spying is 'Setting Fire to the Future of  ...	www.thewrap.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden: The NSA Is Setting Fire To The Future Of The Internet	techcrunch.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden on the NSA: 'They're setting fire to the future of the Internet'	theweek.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks at South by Southwest Interactive Festival (SXSW)	www.wptv.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden to SXSW: You can fix this	www.kmov.com	t	1	34.419921	1	0.689941
2014-03-10	Tech community must lead fight against NSA PRISM snooping, says Edward  ...	www.v3.co.uk	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker: Tech companies should lead on encryption	wraltechwire.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden live on webcast hosted by Texas Tribue, #asksnowden trends	www.vcpost.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden Says NSA 'Setting Fire' to the Web	time.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks at SXSW in Austin on Monday, March 10.	blogs.wsj.com	t	1	34.419921	1	0.689941
2014-03-10	Live at 12PM ET: Edward Snowden speaks at SXSW	www.theverge.com	t	1	34.419921	1	0.689941
2014-03-10	SXSW: Edward Snowden Tells Tech Community It Can 'Enforce Our Rights  ...	www.hollywoodreporter.com	t	1	34.419921	1	0.689941
2014-03-10	NSA leader Edward Snowden to speak via video at South By Southwest  ...	www.greenfieldreporter.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden to speak via video at South By Southwest Interactive festival	www.ottawacitizen.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden: Congress needs a watchdog	venturebeat.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks out at SXSW, says NSA is “setting fire to the future of  ...	www.itproportal.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden addresses SXSW via Web	www.ky3.com	t	1	34.419921	1	0.689941
2014-03-10	SXSW 2014: Edward Snowden says Hill, FISA need watchdog	www.politico.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden speaks to SXSW	www.scpr.org	t	1	34.419921	1	0.689941
2014-03-10	Germany rejects Snowden claim it changed surveillance laws following NSA  ...	www.dailyjournal.net	t	1	34.419921	1	0.689941
2014-03-10	NSA leaker Edward Snowden speaking to SXSW conference (live streaming)	blog.al.com	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden Streaming Live From South By Southwest [Watch It Here - Video]	www.longislandpress.com	t	1	34.419921	1	0.689941
2014-03-10	NSA whistleblower Edward Snowden to speak at South By Southwest Interactive  ...	www.kjrh.com	t	1	34.419921	1	0.689941
2014-03-10	Snowden Calls Spying 'Vital' In Testimony To European Parliament	www.valuewalk.com	t	1	34.419921	1	0.689941
2014-03-10	The European Spy Bazaar	dissidentvoice.org	t	1	34.419921	1	0.689941
2014-03-10	Edward Snowden is Speaking at SXSW	www.ryot.org	t	1	34.419921	1	0.689941
2014-03-10	Germany rejects Snowden claim it changed laws following NSA pressure	www.greenfieldreporter.com	t	1	34.419921	1	0.689941
2014-03-10	How to stop the next Snowden	www.salon.com	t	1	34.419921	1	0.689941
2014-03-10	Call For Snowden 'Immunity' Rises Ahead Of Unique Appearance In US	www.mintpressnews.com	t	1	34.419921	1	0.689941
2014-03-10	How to watch Edward Snowden's SXSW keynote live online	www.itproportal.com	t	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Has an Armed Life on the Move	www.wltx.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signs Autographs At Florida Gun Show	www.huffingtonpost.co.uk	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signed Autographs at an Orlando Gun Show — But Only 20  ...	www.blacknews.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman back in controversy	www.wtxl.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman signs autographs at a Florida gun show	www.msnbc.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signs Autographs At Gun Show	www.webpronews.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Fails To Cash In On Murder as Few Show Up To Meet Him  ...	www.politicususa.com	e	1	34.419921	1	0.689941
2014-03-10	Homeless Zimmerman Signs Autographs at Gun Show	www.newsmax.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Fails to Kill at Gun Show	www.tmz.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was the Special Guest at a Gun Show This Weekend	jezebel.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was the Guest of Honor at a Florida Gun Show	www.ryot.org	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman fails to make 'a killing' at gun show	www.examiner.com	e	1	34.419921	1	0.689941
2014-03-10	This Image of George Zimmerman Signing Autographs Is Everything That's  ...	www.policymic.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman signs autographs at Orlando gun show	thegrio.com	e	1	34.419921	1	0.689941
2014-03-10	Gun show switches venues after George Zimmerman controversy	www.guns.com	e	1	34.419921	1	0.689941
2014-03-10	Zimmerman Signed Autographs at a Florida Gun Show	blogtown.portlandmercury.com	e	1	34.419921	1	0.689941
2014-03-10	The World Is Getting It Wrong! George Zimmerman Was The Guest Of Honor  ...	perezhilton.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signed Autographs At Florida Gun Show	blogs.browardpalmbeach.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman's bloody autograph	www.washingtonpost.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman signs autographs, poses for pictures with supporters at  ...	thecelebritycafe.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signs Autographs at Gun Show Like He's a Hero (VIDEO)	thestir.cafemom.com	e	1	34.419921	1	0.689941
2014-03-10	'Celebrity' Zimmerman signs autographs at gun show; America, we have a  ...	www.allvoices.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was The Special Guest At A Florida Gun Show	hiphopwired.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Signs Autographs At Gun Show, Says 'There's No Need To  ...	latino.foxnews.com	e	1	34.419921	1	0.689941
2014-03-10	Disgraceful: Zimmerman Signs Autographs at Gun Show	www.ringoffireradio.com	e	1	34.419921	1	0.689941
2014-03-10	See What George Zimmerman Is Doing For Money Now	politix.topix.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman signs fan autographs as 'guest of honour' at gun show in  ...	www.independent.co.uk	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was the Celebrity Guest at a Florida Gun Show	nymag.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was the Guest of Honor at a Florida Gun Show	gawker.com	e	1	34.419921	1	0.689941
2014-03-10	Zimmerman signs autographs at gun show	www.whas11.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman is 'guest of honor' at Florida gun show	www.upi.com	e	1	34.419921	1	0.689941
2014-03-10	Man Who Got Away With Murder Signs Autographs at Gun Show	hypervocal.com	e	1	34.419921	1	0.689941
2014-03-10	Infamous George Zimmerman signs autographs at The Arms Room on Saturday	www.examiner.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman Was the 'Special Guest' at a Florida Gun Show	www.thewire.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman appearance at Florida gun show draws blanks	www.rawstory.com	e	1	34.419921	1	0.689941
2014-03-10	George Zimmerman interviewed at Orlando gun shop	www.orlandosentinel.com	e	1	34.419921	1	0.689941
2014-03-10	Exclusive: George Zimmerman speaks with Fox 35 News	www.myfoxorlando.com	e	1	34.419921	1	0.689941
2014-03-10	Zimmerman a factor in moving gun show?	www.kcra.com	e	1	34.419921	1	0.689941
2014-03-10	Orlando gun show canceled after GEORGE ZIMMERMAN was named as  ...	www.dailymail.co.uk	e	1	34.419921	1	0.689941
2014-03-10	New Game Of Thrones Trailer: Daenerys Has Massive Dragons, Sansa Gets Teary	www.thehothits.com	e	1	34.419921	1	0.689941
2014-03-10	New Trailer of 'Game of Thrones' Promises Spectacular Season 4 Released  ...	au.ibtimes.com	e	1	34.419921	1	0.689941
2014-03-10	'Game Of Thrones': New Season 4 Trailer Debuts	ph.celebrity.yahoo.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones season 4 trailer promises vengeance and justice	metro.co.uk	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones': Catch up with the characters via this season four trailer (+video)	www.csmonitor.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4 Spoilers, Rumors and News: Trailer Video Sparks  ...	www.breathecast.com	e	1	34.419921	1	0.689941
2014-03-10	HBO Unveils New Season 4 Game of Thrones Trailer: Watch Here!	emag.co.uk	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Season 4 Trailer: “What Good Is Power If You Cannot Protect  ...	www.tvequals.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones intensifies in latest season 4 trailer - watch	www.digitalspy.com	e	1	34.419921	1	0.689941
2014-03-10	Fourth Trailer For 'Game Of Thrones' Season Four Is Released (Watch It!	www.starpulse.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4 'Secrets' Trailer Sizzles Plus Premiere Date	www.thehdroom.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones: New Season Four Trailer Offers 'Secrets,' 'Revenge' — And  ...	www.inquisitr.com	e	1	34.419921	1	0.689941
2014-03-10	Watch: a new trailer for Game of Thrones	www.dailylife.com.au	e	1	34.419921	1	0.689941
2014-03-10	New 'Game of Thrones' Season 4 Teaser: CGI Armies, Massive Dragons	www.rollingstone.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones season 4 SPOILERS! Here's FOUR things we learned from the  ...	primetime.unrealitytv.co.uk	e	1	34.419921	1	0.689941
2014-03-10	New 'Game of Thrones' Trailer Teases Action, Vengeance (WATCH)	variety.com	e	1	34.419921	1	0.689941
2014-03-10	New Game of Thrones season 4 trailer	www.hypable.com	e	1	34.419921	1	0.689941
2014-03-10	Secrets rule Westeros in new `Games of Thrones' trailer	www.timesherald.com	e	1	34.419921	1	0.689941
2014-03-10	Here's Another 'Game of Thrones' Trailer (But This Time With More Dragons!)	www.celebuzz.com	e	1	34.419921	1	0.689941
2014-03-10	'Game Of Thrones' Season 4 Trailer #3 Released	www.geeksofdoom.com	e	1	34.419921	1	0.689941
2014-03-10	Secrets rule Westeros in new 'Games of Thrones' trailer	www.troyrecord.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Trailer: 'Keep Your Foes Confused' (Video)	www.hollywoodreporter.com	e	1	34.419921	1	0.689941
2014-03-10	HBO Unveils 'Catch The Throne' Mixtape Inspired By 'Game of Thrones'	www.craveonline.com	e	1	34.419921	1	0.689941
2014-03-10	Tyrion Lannister revealed as nation's favourite Game of Thrones character	www.atvtoday.co.uk	e	1	34.419921	1	0.689941
2014-03-10	The World is Falling Apart in the 3rd Trailer for Game of Thrones Season 4	filmonic.com	e	1	34.419921	1	0.689941
2014-03-10	HBO Releases New 'Game Of Thrones' Season 4 Trailer With More Action And  ...	www.huffingtonpost.com	e	1	34.419921	1	0.689941
2014-03-10	Catch The Throne Hip-Hop Mixtape Drops to Pick Up New Game of Thrones Fans	blogs.sfweekly.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Season 4 Trailer, Plus New Plot Details	www.slashfilm.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4 Start Date, Premiere & Release Date: New Trailer  ...	www.latinpost.com	e	1	34.419921	1	0.689941
2014-03-10	Forget Spring, it's Winter in Game of Thrones “Secret” trailer of doom	theslanted.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' trailer: Season 4 promises conquest, betrayal, dragons	herocomplex.latimes.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' season 4 trailer: Once more, with dragons!	cartermatt.com	e	1	34.419921	1	0.689941
2014-03-10	'Game Of Thrones': New Trailer Reveals Fresh Threats & Big Dragons	hollywoodlife.com	e	1	34.419921	1	0.689941
2014-03-10	Third 'Game Of Thrones' Season Four Trailer Debuts	www.fandompost.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' season 4: Trailer No. 3 released - watch (Video)	www.ontheredcarpet.com	e	1	34.419921	1	0.689941
2014-03-10	ENTERTAINMENT: Secrets rule Westeros in new 'Games of Thrones' trailer	www.sourcenewspapers.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones mixtape Catch The Throne goes online	www.bbc.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones running out of synonyms for 'vengeance' in latest season 4 trailer	www.independent.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Watch the New Game of Thrones Trailer, Now With More Dragons (VIDEO)	www.tv.com	e	1	34.419921	1	0.689941
2014-03-10	HBO Releases A Third 'Game Of Thrones' Trailer	sciencefiction.com	e	1	34.419921	1	0.689941
2014-03-10	Epic new 'Game Of Thrones' Season 4 trailer showcases blood and vengeance	www.dnaindia.com	e	1	34.419921	1	0.689941
2014-03-10	Secrets rule Westeros in new 'Game of Thrones' trailer	www.denverpost.com	e	1	34.419921	1	0.689941
2014-03-10	Video: Secrets rule Westeros in new 'Games of Thrones' trailer	www.sltrib.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4: Trailer #3 - Secrets	www.mania.com	e	1	34.419921	1	0.689941
2014-03-10	New 'Game of Thrones' season 4 trailer has us counting the days until Winter  ...	guyism.com	e	1	34.419921	1	0.689941
2014-03-10	HBO releases new trailer for 'Game of Thrones' season four	www.upi.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' trailer about vengeance, justice	jam.canoe.ca	e	1	34.419921	1	0.689941
2014-03-10	Get the Most Popular Beauty World News Stories in a Weekly Newsletter	www.beautyworldnews.com	e	1	34.419921	1	0.689941
2014-03-10	It's a Sad, Sansa Stark World in the Latest Game of Thrones Trailer	jezebel.com	e	1	34.419921	1	0.689941
2014-03-10	'Game Of Thrones' Season 4 Spoilers: Revealing Promo Hints What To Expect In  ...	www.ibtimes.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones Seasons 1-3 Land On Sky Now TV	www.geeky-gadgets.com	e	1	34.419921	1	0.689941
2014-03-10	'Game Of Thrones' Season 4 Trailer: Sansa Stark Deals With Trauma From Red  ...	www.hngn.com	e	1	34.419921	1	0.689941
2014-03-10	The New Game Of Thrones Season 4 Trailer SLAYS — And It's Chock-Full Of  ...	perezhilton.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones Is Almost Here & We Have The Trailer To Prove It	www.refinery29.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4 Spoilers: What Happens in the First Four Episodes?	www.wetpaint.com	e	1	34.419921	1	0.689941
2014-03-10	Watch Now: 'We Can Avenge Them!' New Game Of Thrones Season 4 Trailer  ...	www.entertainmentwise.com	e	1	34.419921	1	0.689941
2014-03-10	5 essential observations from Secrets, the new Game of Thrones series 4 trailer	www.mirror.co.uk	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Season 4 Trailer #3: Answer Injustice with Justice	screenrant.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Preview: What Good is Power?	www.thehollywoodgossip.com	e	1	34.419921	1	0.689941
2014-03-10	“Game of Thrones” season 4: Watch the new trailer	www.kmov.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones Season 4 Gets Third Trailer	www.denofgeek.us	e	1	34.419921	1	0.689941
2014-03-10	Third Game of Thrones trailer released	www.scotsman.com	e	1	34.419921	1	0.689941
2014-03-10	Spoiler alert: New Game of Thrones season four trailer promises revenge and  ...	www.express.co.uk	e	1	34.419921	1	0.689941
2014-03-10	New 'Game of Thrones' Season 4 Trailer: I Will Answer Injustice with Justice!	screencrush.com	e	1	34.419921	1	0.689941
2014-03-10	HBO Releases Third Game Of Thrones Season 4 Trailer: WATCH	www.newnownext.com	e	1	34.419921	1	0.689941
2014-03-10	New Game Of Thrones Season 4 Trailer Teases Epic Battle For Vengeance  ...	www.entertainmentwise.com	e	1	34.419921	1	0.689941
2014-03-10	Latest Game Of Thrones Trailer Reveals Nothing New, But Here Are Some  ...	www.contactmusic.com	e	1	34.419921	1	0.689941
2014-03-10	Stunning Third Trailer for 'Game of Thrones' Season 4	www.filmoria.co.uk	e	1	34.419921	1	0.689941
2014-03-10	7 key moments from the new Game of Thrones trailer	metro.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Watch 'Secrets', The New Game of Thrones Season 4 Trailer	time.com	e	1	34.419921	1	0.689941
2014-03-10	New 'Game Of Thrones' season four trailer revealed - watch	www.nme.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones: Here's the new trailer	www.thestar.com	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones Season 4 Plot Direction And Details Revealed	www.thenewsreports.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Mixtape Featuring Big Boi, Wale & Common Streaming	www.antimusic.com	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Spoilers: Old Friends, Bold Plans, New Champions	www.tvfanatic.com	e	1	34.419921	1	0.689941
2014-03-10	VIDEO: Game Of Thrones season 4 trailer is EPIC	www.dailystar.co.uk	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Season 4 Trailer, Spoilers: What to Expect When the Series  ...	www.ibtimes.co.in	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones Season 4 Trailer Released: The Epic Journey of Treachery  ...	www.ibtimes.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Game Of Thrones Teaser Trailer Released	www.key103.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones season four trailer: dragons, death and deception – video	www.theguardian.com	e	1	34.419921	1	0.689941
2014-03-10	New Game of Thrones trailer: Big dragons! Jon Snow being moody! Someone  ...	www.heatworld.com	e	1	34.419921	1	0.689941
2014-03-10	VIDEO: Game of Thrones season four new trailer airs - and it looks amazing!	www.southwales-eveningpost.co.uk	e	1	34.419921	1	0.689941
2014-03-10	WATCH: Secrets Of 'Game Of Thrones' Season 4	www.etonline.com	e	1	34.419921	1	0.689941
2014-03-10	“Who can we trust?” Watch a new trailer for Game Of Thrones series four	www.gq-magazine.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Tyrion Lannister voted favourite Game Of Thrones character as new season 4  ...	primetime.unrealitytv.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones series 1-3 available for catch-up on NOW TV and Sky  ...	www.pocket-lint.com	e	1	34.419921	1	0.689941
2014-03-10	HBO teases Game of Thrones season 4 with new promo video	www.panarmenian.net	e	1	34.419921	1	0.689941
2014-03-10	TV Trailer: 'Game Of Thrones' Season 4	www.tvwise.co.uk	e	1	34.419921	1	0.689941
2014-03-10	Game of Thrones has a new, spine-tingling trailer	www.news.com.au	e	1	34.419921	1	0.689941
2014-03-10	New Games Of Thrones Trailer (Video)	www.geeky-gadgets.com	e	1	34.419921	1	0.689941
2014-03-10	Epic New Trailer for Season Four of Game of Thrones; Secrets	www.heyuguys.co.uk	e	1	34.419921	1	0.689941
2014-03-10	New trailer for Game Of Thrones Season 4: watch now	www.totalfilm.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' New Season 4 Trailer: Dany to Answer Injustice With Justice	www.aceshowbiz.com	e	1	34.419921	1	0.689941
2014-03-10	'Game of Thrones' Season 4 Trailer 3: Secrets	www.craveonline.com	e	1	34.419921	1	0.689941
2014-03-10	Secrets trailer for Game of Thrones season 4	www.flickeringmyth.com	e	1	34.419921	1	0.689941
